date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:43:48	1117/1117	---M--	200	added ('OK')	image/png	etag:%22595856e-45d-45b5e9bee9400%22	http://www.zygorguides.com/img/frostbullet.png	C:/My%20Web%20Sites/Death%20Knight%20Players%20Guide/www.zygorguides.com/img/frostbullet.png	(from http://www.zygorguides.com/members/dkplayers.php)
08:43:49	4366/4366	---M--	200	added ('OK')	image/png	etag:%225958535-110e-45b5ea5597780%22	http://www.zygorguides.com/img/bloodx.png	C:/My%20Web%20Sites/Death%20Knight%20Players%20Guide/www.zygorguides.com/img/bloodx.png	(from http://www.zygorguides.com/members/dkplayers.php)
08:43:50	4482/4482	---M--	200	added ('OK')	image/png	etag:%22595856f-1182-45b5ea577fc00%22	http://www.zygorguides.com/img/frostx.png	C:/My%20Web%20Sites/Death%20Knight%20Players%20Guide/www.zygorguides.com/img/frostx.png	(from http://www.zygorguides.com/members/dkplayers.php)
08:43:51	4483/4483	---M--	200	added ('OK')	image/png	etag:%225958619-1183-45b5ea5968080%22	http://www.zygorguides.com/img/unholyx.png	C:/My%20Web%20Sites/Death%20Knight%20Players%20Guide/www.zygorguides.com/img/unholyx.png	(from http://www.zygorguides.com/members/dkplayers.php)
08:43:52	5212/5212	---M--	200	added ('OK')	image/png	etag:%2259585ed-145c-47677698ee1c0%22	http://www.zygorguides.com/img/scroll.png	C:/My%20Web%20Sites/Death%20Knight%20Players%20Guide/www.zygorguides.com/img/scroll.png	(from http://www.zygorguides.com/members/dkplayers.php)
08:43:54	5212/5212	---M--	200	added ('OK')	image/png	etag:%2259585ee-145c-45b5eaa2d6dc0%22	http://www.zygorguides.com/img/scrollbullet.png	C:/My%20Web%20Sites/Death%20Knight%20Players%20Guide/www.zygorguides.com/img/scrollbullet.png	(from http://www.zygorguides.com/members/dkplayers.php)
08:43:55	8376/8376	---M--	200	added ('OK')	image/png	etag:%225958562-20b8-45b5e9cf1fa40%22	http://www.zygorguides.com/img/enchantbullet.png	C:/My%20Web%20Sites/Death%20Knight%20Players%20Guide/www.zygorguides.com/img/enchantbullet.png	(from http://www.zygorguides.com/members/dkplayers.php)
08:43:56	81208/81208	---M--	200	added ('OK')	image/jpeg	etag:%2259585da-13d38-475be0fd9a340%22	http://www.zygorguides.com/img/relaunchbanner.jpg	C:/My%20Web%20Sites/Death%20Knight%20Players%20Guide/www.zygorguides.com/img/relaunchbanner.jpg	(from http://www.zygorguides.com/members/dkplayers.php)
08:43:56	5092/5092	---M--	200	added ('OK')	image/png	etag:%225958575-13e4-45b5ea0c28a40%22	http://www.zygorguides.com/img/glyphbullet.png	C:/My%20Web%20Sites/Death%20Knight%20Players%20Guide/www.zygorguides.com/img/glyphbullet.png	(from http://www.zygorguides.com/members/dkplayers.php)
08:43:57	65768/65768	---M--	200	added ('OK')	image/png	etag:%22595862e-100e8-45a7a9586ec00%22	http://www.zygorguides.com/img/wotlktimer.png	C:/My%20Web%20Sites/Death%20Knight%20Players%20Guide/www.zygorguides.com/img/wotlktimer.png	(from http://www.zygorguides.com/members/dkplayers.php)
08:43:58	8776/8776	---M--	200	added ('OK')	image/png	etag:%225958609-2248-45b5e9d4d87c0%22	http://www.zygorguides.com/img/tarotbullet.png	C:/My%20Web%20Sites/Death%20Knight%20Players%20Guide/www.zygorguides.com/img/tarotbullet.png	(from http://www.zygorguides.com/members/dkplayers.php)
08:43:58	7488/7488	---M--	200	added ('OK')	image/png	etag:%22595859e-1d40-45b5e9d1fc100%22	http://www.zygorguides.com/img/inkbullet.png	C:/My%20Web%20Sites/Death%20Knight%20Players%20Guide/www.zygorguides.com/img/inkbullet.png	(from http://www.zygorguides.com/members/dkplayers.php)
08:43:58	5515/5515	---M--	200	added ('OK')	image/gif	etag:%22595853e-158b-47653849baa80%22	http://www.zygorguides.com/img/button-download.gif	C:/My%20Web%20Sites/Death%20Knight%20Players%20Guide/www.zygorguides.com/img/button-download.gif	(from http://www.zygorguides.com/members/dkplayers.php)
08:44:17	595251/595251	---M--	200	added ('OK')	image/png	etag:%225958549-91533-4742e85af04c0%22	http://www.zygorguides.com/img/deathknightbuild.png	C:/My%20Web%20Sites/Death%20Knight%20Players%20Guide/www.zygorguides.com/img/deathknightbuild.png	(from )
